476.539,0,-38.81311,656.2582,1812.6306
476.539,1,-20.815744,438.1599,1807.2684
476.539,2,-207.69368,422.28726,1832.6454
476.539,3,-404.1829,335.0753,1850.0529
476.539,4,-408.94086,591.4987,1689.5587
476.539,5,166.06218,454.03256,1781.8915
476.539,6,409.6999,337.10605,1804.1357
476.539,7,419.04507,590.19604,1638.6271
476.539,8,-207.69368,422.28726,1832.6454
476.539,9,-2.9677417,220.0166,1802.2595
476.539,10,-90.38576,-7.067566,1811.5452
476.539,11,-153.23413,-464.88135,1750.508
476.539,12,-218.31448,-906.14526,1704.2119
476.539,13,120.146286,10.814148,1782.956
476.539,14,153.20538,-452.87622,1817.0836
476.539,15,183.49176,-895.81866,1880.4436
476.539,16,120.146286,10.814148,1782.956
486.534,0,-50.509098,663.5534,1814.6936
486.534,1,-45.61933,445.0261,1802.7949
486.534,2,-234.04192,439.5948,1819.7327
486.534,3,-443.6319,375.56412,1810.4742
486.534,4,-405.3529,626.98816,1646.567
486.534,5,142.80327,450.4574,1785.8572
486.534,6,381.9975,335.85297,1842.3365
486.534,7,371.17636,591.01294,1680.0967
486.534,8,-234.04192,439.5948,1819.7327
486.534,9,-40.372887,226.47293,1791.077
486.534,10,-141.26183,4.8603973,1788.8999
486.534,11,-152.44928,-457.38824,1729.9106
486.534,12,-152.44928,-905.9529,1729.9106
486.534,13,71.00895,10.979141,1769.8184
486.534,14,142.54732,-449.52765,1779.2848
486.534,15,209.21729,-892.09204,1808.9265
486.534,16,71.00895,10.979141,1769.8184
497.775,0,-94.90138,659.61145,1537.4502
497.775,1,-81.90466,441.81607,1519.682
497.775,2,-269.08945,428.32816,1544.1543
497.775,3,-458.86127,383.4897,1526.2294
497.775,4,-470.71045,626.2269,1346.0476
497.775,5,105.28012,455.304,1495.2097
497.775,6,343.59973,354.23303,1545.2426
497.775,7,327.05585,604.1257,1375.5947
497.775,8,-269.08945,428.32816,1544.1543
497.775,9,-68.576004,224.04178,1501.6045
497.775,10,-160.68506,-1.3300018,1497.3118
497.775,11,-187.02895,-457.38916,1404.604
497.775,12,-187.02895,-905.95386,1404.604
497.775,13,50.19037,13.864975,1469.7422
497.775,14,123.36906,-440.8131,1397.6909
497.775,15,123.36906,-889.3778,1397.6909
497.775,16,50.19037,13.864975,1469.7422
506.114,0,-31.578785,663.76953,1997.5371
506.114,1,-21.592705,445.46497,1984.775
506.114,2,-209.92455,435.77417,2000.7887
506.114,3,-432.5078,381.2163,1978.5719
506.114,4,-395.01328,649.0491,1842.9127
506.114,5,166.73912,455.15582,1968.7614
506.114,6,402.90967,362.82925,1955.1628
506.114,7,346.26324,632.1138,1829.4536
506.114,8,-209.92455,435.77417,2000.7887
506.114,9,-11.407051,227.12111,1972.4329
506.114,10,-107.305244,3.318573,1969.111
506.114,11,-167.60394,-458.87714,1966.6002
506.114,12,-188.31534,-906.3266,1943.0698
506.114,13,104.86245,14.235901,1951.0704
506.114,14,138.12834,-450.66177,1945.1598
506.114,15,138.53996,-897.53394,1983.6775
506.114,16,104.86245,14.235901,1951.0704
514.119,0,15.120926,690.75916,1524.4366
514.119,1,22.826971,472.58966,1540.4597
514.119,2,-145.25937,473.24902,1627.3789
514.119,3,-145.26009,170.67545,1627.3977
514.119,4,-145.1196,-131.89212,1625.5002
514.119,5,190.91333,471.93036,1453.5405
514.119,6,303.83557,221.60605,1415.0637
514.119,7,165.51582,-42.18692,1361.9335
514.119,8,-145.25937,473.24902,1627.3789
514.119,9,30.497433,254.42935,1556.9479
514.119,10,-57.465385,36.64415,1622.889
514.119,11,-2.5848312,-425.11835,1590.7788
514.119,12,93.39946,-846.1902,1711.898
514.119,13,133.80118,35.893906,1523.983
514.119,14,115.3003,-394.5437,1346.0826
514.119,15,97.49666,-808.75946,1174.8871
514.119,16,133.80118,35.893906,1523.983
